Rating Agency Name,Name,Rating,Rating Outlook,date_x,Clean_Name,Symbol,Sector,industry,month_rating,year_change,year,Year,date_y,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
Standard & Poor's Ratings Services,SBA Communications Corp.,BB,Stable,3/3/2015,sbammunications,SBAC,Consumer Services,Real Estate Investment Trusts,3,1,2015,2014,12/31/2014,0.987427881,0.450868449,0.119145144,24.92332658,0,24.92332658,36.5021296,-11.57880301,0.719393502,0.220382372,-0.01025543,-0.015910323,-0.551404853,-0.003098407,0.036766041,-0.002085199,1.551404853,1,-0.01025543,1.084273621,-12.86610926,1.092193944,1.091777791,,0.085442078,-11.86610926,14.64491503,9.999416583,,0.552775341,0.194741953,5.209806157,3.571172597,0.34899433,0,0.439845946,0.685471299,0.085442078,20.66593846,3.179360098,,,-22.76762606,-22.76762606,9.852578068,-619.2569376,32.67834215,22.40006566,22.40006566,-1682.451058,9.852578068,,23.30510841,-22.76762606
Standard & Poor's Ratings Services,SBA Communications Corp.,B,Stable,6/27/2012,sbammunications,SBAC,Consumer Services,Real Estate Investment Trusts,6,1,2012,2011,12/31/2011,1.019506467,0.592594636,0.372916355,11.5537763,0,11.5537763,24896.12299,-24884.56922,0.999732157,0.158498646,-0.178722947,-0.181124941,-0.016933939,-0.03506434,11.17793689,-0.035861001,1.013439761,1,-0.178722947,1.003136924,-319.7836118,1.003388981,1.003383912,-0.775525805,0.07424627,-318.7836118,31.59140271,0.014660917,,0.440932857,0.193592001,2.2318025,1.094314261,0.475729199,0,0.356729736,0.490327554,0.07424627,49.8116,1.962044463,,,-450.5032838,-450.5032838,7.299860564,-40.30290101,41.73389821,20.46328024,20.46328024,-94.78414023,7.299860564,,17.05915012,-450.5032838
Standard & Poor's Ratings Services,SBA Communications Corp.,BB,Stable,4/29/2016,sbammunications,SBAC,Consumer Services,Real Estate Investment Trusts,4,1,2016,2015,12/31/2015,1.075315231,0.739182283,0.431790497,18.56238793,0,18.56238793,22.26225757,-3.699869637,0.728772626,0.190699395,-0.101676926,-0.107207072,-0.054389387,-0.023726989,0.102954967,-0.023365869,1.054389387,1,-0.101676926,1.230459875,-5.339150154,1.250308641,1.249576334,,0.086296731,-4.339150154,19.66341838,16.39546209,,0.588880706,0.221319251,5.768447658,4.135295867,0.929190729,0,0.449914372,0.716881926,0.086296731,36.85865,3.532095234,,,-7.436293959,-7.436293959,7.743417546,-72.22860773,24.00795571,17.21086952,17.21086952,-194.5245136,7.743417546,,21.2898289,-7.436293959
Standard & Poor's Ratings Services,SBA Communications Corp.,BB,Stable,1/24/2014,sbammunications,SBAC,Consumer Services,Real Estate Investment Trusts,1,1,2014,2013,12/31/2013,0.459628741,0.266021376,0.163322736,19.95510267,0,19.95510267,21.72728676,-1.772184086,0.687130326,0.175991251,-0.043849713,-0.042846545,0.022877416,-0.00824229,-0.15662276,-0.009480218,0.977122584,1,-0.043849713,0.947374892,18.00233636,0.937937165,0.942734929,,0.084672499,19.00233636,18.29106099,16.79915233,,0.506067225,0.19236766,3.894426661,2.57256455,0.998348582,0,0.381331876,0.660575939,0.084672499,1.032582395,2.9461671,,,33.03340097,33.03340097,9.036790759,-210.9106049,35.8747072,23.69796842,23.69796842,-567.9087286,9.036790759,,22.5374657,33.03340097
Standard & Poor's Ratings Services,SBA Communications Corp.,B,Stable,9/20/2012,sbammunications,SBAC,Consumer Services,Real Estate Investment Trusts,9,0,2012,2012,12/31/2012,0.426731644,0.321492252,0.269887969,14.95794395,0,14.95794395,54055.13369,-54040.17575,0.999804,0.15422751,-0.185614684,-0.18974954,-0.037234884,-0.027448077,-0.277242719,-0.030895707,1.022276557,1,-0.185614684,0.900996222,9.100624664,0.881998315,0.89133287,-0.902421003,0.063649635,10.10062466,24.40174941,0.006752365,,0.35715866,0.144654245,2.834336548,1.892658796,1.983455271,0,0.357320739,0.667760784,0.063649635,0.717183723,3.009879486,,,12.91047687,12.91047687,8.836145664,-46.5674155,37.03255977,24.72889116,24.72889116,-118.0402676,8.836145664,,21.22389253,12.91047687
Standard & Poor's Ratings Services,SBA Communications Corp.,B,Stable,6/14/2011,sbammunications,SBAC,Consumer Services,Real Estate Investment Trusts,6,1,2011,2010,12/31/2010,1.123621577,0.666651351,0.492051094,10.9415131,0,10.9415131,53.8493294,-42.90781629,0.871850359,0.118529761,-0.308666032,-0.310673631,-0.005196054,-0.057254112,-0.613900539,-0.059156023,1.006504115,1,-0.308666032,0.906737153,9.7223834,0.899156003,0.899280183,-1.290119463,0.071046191,10.7223834,33.35918867,6.778171689,,0.4084023,0.18429022,1.740230641,1.163905494,0.590616917,0,0.321016439,0.66882255,0.071046191,51.88418881,3.019529256,,,14.92684384,14.92684384,7.553954556,-24.31475929,35.18326891,23.53136363,23.53136363,-59.23094015,7.553954556,,17.76663954,14.92684384
Standard & Poor's Ratings Services,Coca-Cola European Partners PLC,BBB,Stable,5/9/2016,coca-cola european partners,CCEP,Consumer Non-Durables,Beverages (Production/Distribution),5,1,2016,2015,12/31/2015,0.938683948,0.716849452,0.0777667,72.78085006,33.71048046,106.4913305,134.205875,-61.42502498,0.365302575,0.119924159,0.101753832,0.081055459,0.203416149,0.073327616,0.588978186,0.155911824,0.796583851,0.827763496,0.122926213,0.875500286,7.032146958,0.781868269,3389793703,5.805970149,0.260451977,8.032146958,5.015055468,2.719702099,10.82749326,3.740543735,0.904659806,4.410069499,2.970339652,0.841835392,0.452241715,0.145678622,0.673535792,0.260451977,2.205741627,-3.063122924,-13.36231884,0.452241715,12.10956389,12.10956389,1.666523961,20.56029269,16.98458961,11.43972901,11.43972901,5.650823118,1.666523961,0.021995879,13.94537553,12.10956389
Standard & Poor's Ratings Services,SunCoke Energy,BB,Stable,11/26/2012,suncoke energy,SXC,Basic Industries,Steel/Iron Ore,11,0,2012,2012,12/31/2012,1.910526316,1.417813765,0.968421053,13.34830991,37.0554851,50.40379501,30.75998732,-17.41167741,1,0.09074761,0.065775038,0.051616948,0.185861795,0.049129786,0.171855975,0.071371882,0.784749801,1,0.065775038,0.714122327,2.497999652,0.556061776,0.557190172,2.612033195,0.284904617,3.497999652,27.34428571,11.86606471,9.850093691,1.370542747,0.951815017,2.944285714,1.792857143,4.002857143,0.023279352,0.107674625,0.608927705,0.284904617,62.45454545,2.55707196,2.486127865,0.023279352,2.021221082,2.021221082,0.607073821,11.7611336,9.258964143,5.638039787,5.638039787,31.42287604,0.607073821,0.001979346,6.468369352,2.021221082
Standard & Poor's Ratings Services,SunCoke Energy,B,Stable,11/14/2014,suncoke energy,SXC,Basic Industries,Steel/Iron Ore,11,0,2014,2014,12/31/2014,1.948522402,1.26835081,0.662535748,18.68744483,43.24659284,61.93403767,34.47913118,-15.79168635,1,0.074556936,0.031642561,-0.085625042,0.158798283,-0.063109954,-0.292100996,0.026058268,-2.706008584,1,0.031642561,0.783944748,3.62844568,0.601458641,,0.737341772,,4.62844568,19.53183024,10.58611362,8.439971244,1.00415928,0.737050198,1.889534884,0.17005814,2.771802326,-0.030134814,0.08827324,0.09,,,1.098901099,1.064701065,-0.030134814,2.406485986,2.406485986,0.705425409,-8.238540841,88.79316239,7.991384615,7.991384615,-21.63403091,0.705425409,0.003657785,7.53462846,2.406485986
Standard & Poor's Ratings Services,SunCoke Energy,B,Stable,9/2/2016,suncoke energy,SXC,Basic Industries,Steel/Iron Ore,9,0,2016,2016,12/31/2016,1.837790698,1.277906977,0.779069767,18.11125644,37.26545254,55.37670898,39.72295806,-21.61170162,1,0.078966729,0.055669092,0.011771438,0.126284875,0.00678957,0.046287367,0.034942788,0.211453744,1,0.055669092,0.853316988,5.817422051,0.731879686,0.733007209,1.272897196,0.256527339,6.817422051,20.15321252,9.188640974,9.794594595,0.793011798,0.576783441,3.412772586,2.420560748,2.478193146,0,0.179105698,0.709265176,0.256527339,44.71428571,3.43956044,,,1.923317261,1.923317261,0.489122864,41.55166667,3.85034749,2.730917389,2.730917389,101.8174427,0.489122864,,6.254478178,1.923317261
Standard & Poor's Ratings Services,SunCoke Energy,BB,Stable,7/6/2011,suncoke energy,SXC,Basic Industries,Steel/Iron Ore,7,0,2011,2011,12/31/2011,1.470692718,0.83374778,0.452930728,15.70147508,61.448659,77.15013408,50.87624521,-35.17477013,1,0.043862499,0.042952758,0.039378777,0.10892587,0.031208157,0.108233613,0.039812082,0.916792738,1,0.042952758,0.711659285,2.468119307,0.563600935,0.564720516,3.208737864,0.139454846,3.468119307,23.24622356,7.174271578,5.93991807,1.105690473,0.792512102,1.447142857,-1.954285714,2.407142857,0.02640264,0.06582624,-1.350444225,0.139454846,30.6969697,0.425451491,0.422611598,0.02640264,1.677799607,1.677799607,0.610436026,15.50165017,-6.866959064,9.273445212,9.273445212,41.41662258,0.610436026,0.001703215,12.21842732,1.677799607
Standard & Poor's Ratings Services,SunCoke Energy,BB,Stable,9/5/2013,suncoke energy,SXC,Basic Industries,Steel/Iron Ore,9,0,2013,2013,12/31/2013,1.702826855,1.216607774,0.825441696,20.26916308,36.63538576,56.90454883,41.78004451,-21.51088143,1,0.067548704,0.035807489,0.015172665,0.113559322,0.011141316,0.044851094,0.030088225,0.423728814,1,0.035807489,0.751593208,3.025654826,0.537619245,0.552827918,,0.219561747,4.025654826,18.00765027,8.736228127,9.963045085,1.0670941,0.734301885,2.164520744,0.081545064,3.616595136,0.712,0.091824968,0.037673496,0.219561747,3.690243902,1.039148352,0.925948592,0.712,2.740069968,2.740069968,0.926937549,61.0926,267.95,10.09461335,10.09461335,162.991326,0.926937549,0.011654439,9.564954173,2.740069968
Standard & Poor's Ratings Services,SunCoke Energy,B,Stable,9/23/2015,suncoke energy,SXC,Basic Industries,Steel/Iron Ore,9,0,2015,2015,12/31/2015,1.968014484,1.208207604,0.744719372,17.46385852,40.58879781,58.05265633,33.20901639,-15.74515788,1,0.058560211,0.01695164,-0.016144419,-0.380952381,-0.009753935,-0.075888237,0.011053689,-0.952380952,1,0.01695164,0.871469741,6.780269058,0.774852439,0.775044619,0.407407407,0.141269523,7.780269058,20.90030675,10.99099099,8.992628993,0.855215263,0.60416759,2.170769231,1.004615385,2.076923077,-1.272727273,0.103544434,0.462792346,0.141269523,128.2727273,1.861477573,1.359344894,-1.272727273,0.847533632,0.847533632,0.180303809,-11.16818182,3.762633997,1.741318214,1.741318214,-27.7073213,0.180303809,0.113960114,5.934886183,0.847533632
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,9/2/2011,general mills,GIS,Consumer Non-Durables,Packaged Foods,9,0,2011,2011,5/29/2011,1.066353301,0.494425011,0.169326629,28.9101625,65.80197609,94.71213859,40.68821625,-11.77805375,0.400095429,0.186455827,0.144137848,0.12085187,0.336208504,0.09629709,0.282507266,0.142840969,0.838446475,1,0.144137848,0.659134113,1.933705129,0.465443399,0.508049122,6.193473867,0.232255317,2.933705129,12.62531817,8.970656215,5.546945877,4.447293703,0.796819192,2.375602925,1.366111716,0.981173176,0.405605294,0.102606148,0.575058947,0.232255317,1.480461553,2.353267571,1.107821797,0.405605294,3.756950279,3.756950279,1.60716032,13.29859701,27.23788952,15.66339206,15.66339206,4.010796948,1.60716032,0.030499856,9.198690216,3.756950279
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,9/11/2014,general mills,GIS,Consumer Non-Durables,Packaged Foods,9,0,2014,2014,5/25/2014,0.810085738,0.497446299,0.159915184,30.66394559,49.3232985,79.98724409,50.96487807,-20.30093248,0.355664001,0.165129316,0.121800599,0.101867155,0.404923444,0.078822416,0.279182224,0.123088556,0.836343633,1,0.121800599,0.71766678,2.54191406,0.495705455,0.54009107,7.213624339,0.331113746,3.54191406,11.90323009,7.161794824,7.400153905,4.54339278,0.773776555,4.042316258,2.986796055,1.89834553,0.538971717,0.141879216,0.73888233,0.331113746,2.031824724,3.829691032,1.54299247,0.538971717,5.16554753,5.16554753,1.884789163,18.50242271,17.97913182,13.28446281,13.28446281,5.457823988,1.884789163,0.029129792,11.44931128,5.16554753
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,9/19/2016,general mills,GIS,Consumer Non-Durables,Packaged Foods,9,0,2016,2016,5/29/2016,0.785131713,0.464294973,0.152292261,30.64015794,48.07338638,78.71354432,69.59198219,-38.95182425,0.351957061,0.163459739,0.117212358,0.102480816,0.388997631,0.078176886,0.344286236,0.116268206,0.874317503,1,0.117212358,0.772930551,3.403938988,0.588735308,0.623398746,6.390388413,0.322235973,4.403938988,11.91247123,5.244857073,7.592558534,4.424377604,0.762844102,4.391050259,3.173317749,1.566037736,0.631377401,0.158774626,0.722678531,0.322235973,2.383360522,3.605923488,1.460188784,0.631377401,7.988248753,7.988248753,2.377795461,23.20234712,20.72279084,14.97591604,14.97591604,6.520828573,2.377795461,0.02721179,14.10980667,7.988248753
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,8/21/2013,general mills,GIS,Consumer Non-Durables,Packaged Foods,8,0,2013,2013,5/26/2013,0.812047829,0.417027144,0.14004798,30.11120113,49.70022555,79.81142668,45.76729925,-15.65609812,0.361419144,0.160446942,0.142617629,0.104376593,0.292398122,0.081878365,0.278049219,0.145985107,0.73186319,1,0.142617629,0.705525642,2.395881418,0.470388862,0.524826231,7.999053329,0.397047249,3.395881418,12.12173498,7.975126476,7.344031058,4.583197958,0.784451408,4.511255011,3.564754857,1.143077397,0.467658473,0.164621556,0.790191388,0.397047249,2.027298552,4.766248575,1.975025312,0.467658473,4.698126255,4.698126255,1.763624487,16.89674321,13.55773453,10.71320506,10.71320506,5.142762855,1.763624487,0.027677433,11.03983894,4.698126255
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,11/11/2010,general mills,GIS,Consumer Non-Durables,Packaged Foods,11,0,2010,2010,5/30/2010,0.923297339,0.178610278,0.178610278,0,54.9776418,54.9776418,34.72917998,-34.72917998,0.39695874,0.17612949,0.148987936,0.103436624,0.349829893,0.086572128,0.283273797,0.158485384,0.694261737,1,0.148987936,0.694387094,2.272113124,0.493702794,0.498742891,5.489292829,0.405707058,3.272113124,,10.50989399,6.6390625,4.730792595,0.836958182,,,,0.420581509,0.147399723,-0.297982577,0.405707058,20.32618826,3.355900908,1.685992579,,,,,,0,,,,,,1.80445877,
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,9/22/2015,general mills,GIS,Consumer Non-Durables,Packaged Foods,9,0,2015,2015,5/31/2015,0.774155948,0.359317805,0.068342161,29.23262792,48.14859046,77.38121838,52.62004435,-23.38741643,0.337441791,0.117825562,0.075926104,0.069272786,0.438368445,0.05560336,0.244421318,0.07839807,0.912371134,1,0.075926104,0.772510187,3.395801229,0.603574942,0.632725215,4.244134432,0.295396197,4.395801229,12.48604816,6.93652019,7.580699591,4.660032247,0.802672494,4.214818498,3.033979778,0.572020554,0.833292393,0.144228969,0.719836401,0.295396197,2.541783287,3.569343066,1.469741633,0.833292393,6.727615426,6.727615426,1.906710379,27.52466716,18.36531687,13.2200236,13.2200236,7.792412809,1.906710379,0.030274386,15.71495198,6.727615426
Standard & Poor's Ratings Services,General Mills Inc.,BBB,Stable,9/25/2012,general mills,GIS,Consumer Non-Durables,Packaged Foods,9,0,2012,2012,5/27/2012,0.960501665,0.472652998,0.122606162,29.4775752,50.85761128,80.33518648,39.51197565,-10.03440045,0.362872871,0.153824912,0.1326998,0.09408749,0.321013345,0.074290888,0.244063099,0.12811819,0.709025107,1,0.1326998,0.695607865,2.285235997,0.48967704,0.518064061,6.281614095,0.347959612,3.285235997,12.38229391,9.237705631,7.176900189,4.560434747,0.789593682,3.706218176,2.663323561,0.727048295,0.510495757,0.144195847,0.718609492,0.347959612,3.240690772,3.553780145,1.627371274,0.510495757,3.850228911,3.850228911,1.484281632,15.77554712,14.32420775,10.29351166,10.29351166,4.79780952,1.484281632,0.03235994,10.0379893,3.850228911
Standard & Poor's Ratings Services,Global Ship Lease,B,Stable,12/23/2014,global ship lease,GSL,Transportation,Marine Transportation,12,0,2014,2014,12/31/2014,15.4139265,13.36131528,12.88007737,3175.244755,,,,,1,0.356643357,0.223776224,0.223776224,0,3.61E-05,7.30E-05,3.62E-05,1,1,0.223776224,0.483302448,0.97802737,0.486309352,,1.777777778,,2.023634214,0.114951768,0,0,23.83333333,0.000161285,0.001277023,0.001277023,0.000698135,34.8125,425.8951049,1,,,,,34.8125,4223.404743,4223.404743,12940039.58,57825801.89,30383.1611,30383.1611,30383.1611,-3.72675E+13,12940039.58,6.02E-07,45020.85009,4223.404743
Standard & Poor's Ratings Services,Global Ship Lease,B,Stable,12/20/2016,global ship lease,GSL,Transportation,Marine Transportation,12,0,2016,2016,12/31/2016,1.168613363,1.114071641,1.113476342,0.28176325,,,,,1,-0.005749727,-1.731546304,-1.731546304,0,-0.083798278,-0.197781649,-0.089409271,1,1,-1.731546304,0.513552857,1.212093295,0.086202729,,-1.453056939,,2.360211376,1295.413793,0,0,5366.714286,0.048395055,0.001486845,0.001486845,0.001133502,-0.047072207,1.894002715,1,,,,,-0.047072207,1862.416326,1862.416326,16305.15327,-9416.52743,8608.833101,8608.833101,8608.833101,6.08948E+12,16305.15327,5.00E-06,14381.94078,1862.416326
Standard & Poor's Ratings Services,Global Ship Lease,B,Stable,12/11/2013,global ship lease,GSL,Transportation,Marine Transportation,12,0,2013,2013,12/31/2013,0.554892239,0.455934433,0.354663853,17882.44755,,,,,1,0.356643357,0.223776224,0.223776224,0,3.73E-05,8.01E-05,4.06E-05,1,1,0.223776224,0.453948572,0.975302028,0.111460576,,1.777777778,,2.148485728,0.020411076,0,,20.42857143,0.000166619,1.564677848,1.564677848,0.516395885,0,519.8881119,1,,,,,,5.157395569,5.157395569,14407.02223,64381.38057,27.7117747,27.7117747,27.7117747,-41338009.02,14407.02223,,51.58220838,5.157395569
Standard & Poor's Ratings Services,Global Ship Lease,B,Stable,12/4/2015,global ship lease,GSL,Transportation,Marine Transportation,12,0,2015,2015,12/31/2015,1.074563693,1.029460024,0.999235531,3.587609675,,,,,1,-0.002880202,-0.174855535,-0.174855535,0,-0.031866905,-0.072680119,-0.033874552,1,1,-0.174855535,0.502278654,1.145566908,0.081402833,,-0.598874398,,2.280739781,101.73905,0,0,32983.8,0.182247049,0.00130452,0.00130452,0.001121493,-0.329715296,0.377985557,1,,,,,-0.329715296,1686.120867,1686.120867,4056.509147,-23199.20352,10731.91575,10731.91575,10731.91575,14980850563,4056.509147,1.42E-05,15072.4811,1686.120867
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,,6/26/2012,ryder system,R,Consumer Services,Rental/Leasing Companies,6,1,2012,2011,12/31/2011,0.927033292,0.089086685,0.089086685,0,5.00593024,5.00593024,29.75874846,-29.75874846,0.205710438,0.028322789,0.028322789,0.028322789,0.630333551,0.02249563,0.130006153,0.026593371,1,1,0.028322789,0.826964879,4.779173586,0.172284287,0.293929192,,1.898843151,5.779173586,,12.26530076,72.91352106,9.693572367,0.794258999,20.63279208,-13.00263366,2.070732673,0.335558564,0.172208932,-0.630192638,1.898843151,3.797686302,0.613424436,0.593337597,0.335558564,2.180672502,2.180672502,0.475075423,16.77361001,-4.377574688,2.758715339,2.758715339,3.073460781,0.475075423,0.020005149,83.11510719,2.180672502
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,Positive,4/25/2014,ryder system,R,Consumer Services,Rental/Leasing Companies,4,1,2014,2013,12/31/2013,0.86301628,0.050004102,0.050004102,0,4.604776818,4.604776818,34.0437514,-34.0437514,0.206046468,0.037885216,0.05746668,0.037885216,0.340744656,0.026713733,0.128219647,0.046857834,0.659255344,1,0.05746668,0.791656479,3.799765278,0.120324541,0.214803009,-2.688817458,2.357175896,4.799765278,,10.72149763,79.2655137,10.12783477,0.705122882,23.48637712,-17.61613662,1.182151604,0.278458527,0.190532435,-0.750057641,2.357175896,4.714351791,0.57140975,0.553885908,0.278458527,1.970519066,1.970519066,0.582231681,15.36830827,-4.074105551,3.055814,3.055814,2.903857927,0.582231681,0.01811901,3.494706152,1.970519066
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,Positive,9/28/2015,ryder system,R,Consumer Services,Rental/Leasing Companies,9,0,2015,2015,12/31/2015,0.653651975,0.03627128,0.03627128,0,4.572861145,4.572861145,36.04993287,-36.04993287,0.226029852,0.046560253,0.071397237,0.046560253,0.347870379,0.027898826,0.153986868,0.050520837,0.652129621,1,0.071397237,0.81882334,4.519474755,0.242035427,0.389739974,-3.119075475,1.13610704,5.519474755,,10.12484548,79.81873676,9.191844413,0.599198345,27.23475254,-23.16219945,1.151224725,0.271908467,0.219387017,-0.850464839,1.13610704,2.27221408,0.540404756,0.524061866,0.271908467,1.416519332,1.416519332,0.428305991,9.198961876,-2.295550563,1.952285041,1.952285041,1.766959308,0.428305991,0.029558604,2.7822571,1.416519332
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,Stable,8/10/2012,ryder system,R,Consumer Services,Rental/Leasing Companies,8,0,2012,2012,12/31/2012,0.817369064,0.052167695,0.052167695,0,4.679429194,4.679429194,29.10567608,-29.10567608,0.200339398,0.001451182,0.048444718,0.032108049,0.337222921,0.024149478,0.13690002,0.04301781,0.662777079,1,0.048444718,0.823597704,4.66886044,0.20048086,0.334000927,-2.156541474,1.541034038,5.66886044,,12.54050924,78.00096655,10.01350238,0.752131602,22.18581156,-19.54467798,1.298764863,0.304959208,0.181257788,-0.880953934,1.541034038,3.082068075,0.531645131,0.516802681,0.304959208,1.890125964,1.890125964,0.443303486,13.80661566,-2.776203325,2.445707242,2.445707242,2.560838631,0.443303486,0.022087905,3.629267852,1.890125964
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,Stable,1/27/2011,ryder system,R,Consumer Services,Rental/Leasing Companies,1,1,2011,2010,12/31/2010,0.904360422,0.18828937,0.18828937,0,,,,,1,0.024259628,0.036271266,0.024259628,0.331161268,0.018731358,0.088732355,0.033745679,0.668838732,1,0.036271266,0.788900474,3.737102056,0.228962054,,,,4.737102056,,0,0,8.464190903,0.772120599,,,,0.437162943,0.200145432,-0.040911098,,,0.960696837,0.914160663,,,,,,0,,,,,,4.986845966,
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,Positive,9/29/2014,ryder system,R,Consumer Services,Rental/Leasing Companies,9,0,2014,2014,12/31/2014,0.984094602,0.045805059,0.045805059,0,4.58432358,4.58432358,38.95233913,-38.95233913,0.208374619,0.033207788,0.050995711,0.033207788,0.348812137,0.022784138,0.121166337,0.039446914,0.651187863,1,0.050995711,0.811959835,4.318012788,0.00666437,0.013240501,-2.382889319,56.11497501,5.318012788,,9.370425709,79.6191616,9.489466748,0.686108268,25.97563466,-16.85911294,0.949766452,0.339614169,0.206362048,-0.649035651,56.11497501,112.22995,0.606415028,0.586962492,0.339614169,2.399847115,2.399847115,0.657720752,19.80621989,-4.910697277,3.187217602,3.187217602,3.790206736,0.657720752,0.017146844,3.443102605,2.399847115
Standard & Poor's Ratings Services,Ryder System Inc.,BBB,Stable,12/21/2016,ryder system,R,Consumer Services,Rental/Leasing Companies,12,0,2016,2016,12/31/2016,0.631601731,0.033714836,0.033714836,0,4.801392206,4.801392206,30.76236083,-30.76236083,0.221219912,0.038992283,0.059876522,0.038992283,0.348788452,0.024273434,0.12894958,0.044372561,0.651211548,1,0.059876522,0.81176027,4.312374804,0.278304383,0.43542741,-2.748733454,1.011499728,5.312374804,,11.86514917,76.01961771,9.09941947,0.62251893,30.12805924,-5.723217605,1.106518219,0.344025846,0.235895944,-0.189963036,1.011499728,2.022999457,0.840362238,0.802034866,0.344025846,2.020986887,2.020986887,0.611113989,15.67269069,-13.63743359,2.590608289,2.590608289,3.021895639,0.611113989,0.021950656,3.906922183,2.020986887
Standard & Poor's Ratings Services,Stryker Corp.,A,Stable,4/29/2013,stryker,SYK,Health Care,Medical/Dental Instruments,4,1,2013,2012,12/31/2012,4.343283582,3.046375267,0.743603412,60.29224905,166.028407,226.3206561,37.79935275,22.4928963,0.678757075,0.201108929,0.196950445,0.149936468,0.238709677,0.098288657,0.150982901,0.150485437,0.761290323,1,0.196950445,0.349008027,0.53611725,0.168809823,0.170093638,,0.940408627,1.53611725,6.053846154,9.65625,2.198418972,9.13185654,0.655535363,4.353652128,3.80189175,11.25853915,0.249614792,0.191405799,0.873264937,0.940408627,103.5625,7.89047619,3.102996255,0.249614792,2.805912295,2.805912295,2.786465057,18.58430508,16.67064824,14.55789258,14.55789258,1.990764569,2.786465057,0.013431484,12.13549455,2.805912295
Standard & Poor's Ratings Services,Stryker Corp.,A,Stable,3/27/2015,stryker,SYK,Health Care,Medical/Dental Instruments,3,1,2015,2014,12/31/2014,2.166890681,1.472222222,0.402105735,59.30542636,176.122759,235.4281854,36.48890915,22.81651721,0.659844961,0.12878553,0.119896641,0.053229974,0.556034483,0.029074691,0.059918557,0.087553778,0.443965517,1,0.119896641,0.514763168,1.060849331,0.274132252,0.316120306,,0.448527561,2.060849331,6.154580153,10.00303951,2.072418136,8.81147541,0.546208999,4.708058124,4.092470277,13.21003963,0.897087379,0.184186047,0.869248036,0.448527561,2.451169188,7.64806867,2.564028777,0.897087379,4.009589878,4.009589878,3.562007752,66.9173301,22.24817624,19.3391835,19.3391835,7.128682646,3.562007752,0.013405905,22.56183805,4.009589878
Standard & Poor's Ratings Services,Stryker Corp.,A,Stable,5/31/2012,stryker,SYK,Health Care,Medical/Dental Instruments,5,1,2012,2011,12/31/2011,3.944748359,2.644967177,0.495076586,62.26134585,166.5937389,228.8550847,44.79722519,17.46412067,0.66161069,0.202961358,0.202961358,0.161911641,0.202253855,0.108424023,0.175061825,0.159402477,0.797746145,1,0.202961358,0.380652963,0.61460367,0.185605258,0.187070151,,0.811085973,1.61460367,5.862385321,8.147826087,2.190958691,9.35472973,0.669649335,3.710219922,3.125485123,8.843467012,0.207434944,0.172625497,0.842398884,0.811085973,84.35294118,6.345132743,2.83960396,0.207434944,2.767828973,2.767828973,2.559916938,15.81057993,17.60366722,14.82930962,14.82930962,1.719895621,2.559916938,0.013120009,10.21145824,2.767828973
